delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_status,delivery_cost
1115,blue dart,clothing,scooter,standard,south,clear,146.3,39.83,Delivered,850.99
1116,fedex,pharmacy,ev bike,standard,south,rainy,269.4,5.99,Delivered,1364.97
1117,ecom express,fragile items,truck,same day,central,foggy,103,36.57,Delivered,724.71
1118,shadowfax,groceries,bike,same day,south,rainy,170.1,1.04,Delivered,953.62
1119,xpressbees,electronics,truck,express,south,cold,16.3,14.77,Delayed,175.81
1120,fedex,furniture,bike,express,east,cold,217,5.6,Delayed,1151.8
1121,delhivery,documents,ev bike,express,west,foggy,235.1,43.37,Delayed,1355.61
1122,delhivery,documents,van,two day,east,rainy,113.9,15.09,Delivered,614.77
1123,ekart,automobile parts,ev bike,standard,east,rainy,132.4,45.65,Delivered,798.95
1124,ekart,automobile parts,scooter,same day,west,rainy,21.7,0.67,Delivered,210.18
1125,amazon logistics,documents,van,express,central,clear,276.2,23.86,Delayed,1502.58
1126,amazon logistics,pharmacy,scooter,standard,west,foggy,165.7,46.56,Delivered,968.18
1127,amazon logistics,furniture,scooter,standard,east,cold,42.8,13.17,Delivered,253.51
1128,shadowfax,automobile parts,van,express,west,hot,223.5,27.85,Delayed,1251.05
1129,shadowfax,automobile parts,bike,standard,west,clear,233.8,14.03,Delivered,1211.09
1130,shadowfax,groceries,van,same day,south,foggy,61.2,6.42,Delivered,425.26
1131,dhl,electronics,bike,express,west,rainy,136.6,43.08,Delayed,862.24
1132,xpressbees,electronics,truck,two day,west,hot,133.6,8.5,Delivered,693.5
1133,amazon logistics,electronics,bike,standard,south,stormy,112.4,27.41,Delivered,644.23
1134,xpressbees,fragile items,bike,express,south,hot,259.6,27.43,Delayed,1430.29
1135,shadowfax,cosmetics,van,express,west,clear,212.4,0.9,Delayed,1114.7
1136,delhivery,fragile items,scooter,same day,north,foggy,265.2,43.65,Delivered,1556.95
1137,xpressbees,clothing,ev van,express,south,foggy,159.4,4.51,Delayed,860.53
1138,dhl,electronics,scooter,standard,west,cold,243,17.72,Delivered,1268.16
1139,xpressbees,clothing,van,express,east,hot,71.8,12.26,Delivered,445.78
1140,fedex,pharmacy,scooter,two day,north,clear,84.6,5.71,Delivered,440.13
1141,amazon logistics,electronics,ev van,two day,north,clear,148.6,23.48,Delivered,813.44
1142,dhl,pharmacy,ev bike,same day,north,hot,147.9,41.09,Delivered,962.77
1143,ecom express,automobile parts,scooter,two day,east,foggy,14,47.44,Delivered,212.32
1144,amazon logistics,clothing,scooter,two day,north,stormy,176.1,0.85,Delivered,883.05
1145,ekart,cosmetics,scooter,two day,west,foggy,5.7,49.23,Delivered,176.19
1146,fedex,furniture,bike,express,west,rainy,58.7,34.17,Delayed,446.01
1147,fedex,automobile parts,scooter,express,east,clear,94.9,20.17,Delivered,585.01
1148,xpressbees,documents,ev van,two day,south,foggy,251.5,25.5,Delivered,1334
1149,xpressbees,documents,van,two day,north,hot,59.6,21.9,Delivered,363.7
1150,amazon logistics,electronics,van,same day,central,stormy,117.8,12.54,Delayed,726.62
1151,dhl,cosmetics,scooter,standard,west,rainy,194.3,45.66,Delivered,1108.48
1152,fedex,fragile items,scooter,standard,south,rainy,45.7,4.13,Delivered,240.89
1153,dhl,electronics,truck,express,south,hot,23.1,23.82,Delivered,236.96
1154,ecom express,furniture,ev bike,same day,south,stormy,3.6,43.05,Delivered,244.65
1155,ekart,cosmetics,truck,same day,south,cold,288.8,20.43,Delivered,1605.29
1156,shadowfax,fragile items,truck,express,east,stormy,12.8,13.84,Delayed,155.52
1157,blue dart,automobile parts,scooter,two day,south,cold,196.1,20.33,Delivered,1041.49
1158,amazon logistics,cosmetics,ev van,two day,west,hot,3.6,47.06,Delivered,152.68
1159,dhl,automobile parts,ev bike,standard,north,cold,248.2,30.84,Delivered,1333.52
1160,dhl,automobile parts,ev van,two day,west,rainy,201.2,7.63,Delivered,1028.89
1161,shadowfax,automobile parts,ev bike,standard,north,foggy,294,38.21,Delivered,1584.63
1162,fedex,groceries,ev bike,express,south,foggy,280.9,1.1,Delayed,1457.8
1163,amazon logistics,groceries,bike,two day,central,clear,289.6,9.61,Delivered,1476.83
1164,fedex,groceries,bike,express,west,stormy,23.9,30.62,Delayed,261.36
1165,fedex,automobile parts,bike,same day,central,clear,176,4.37,Delivered,993.11
1166,delhivery,documents,van,two day,east,hot,224.2,1.91,Delivered,1126.73
1167,delhivery,cosmetics,truck,express,north,rainy,38,31.29,Delayed,333.87
1168,dhl,pharmacy,bike,two day,central,foggy,63.6,49.37,Delivered,466.11
1169,ecom express,electronics,ev bike,same day,west,rainy,123,6.34,Delayed,734.02
1170,ecom express,furniture,truck,same day,east,rainy,255,49.52,Delayed,1524.82
1171,shadowfax,clothing,truck,standard,west,foggy,245,25.22,Delivered,1300.66
1172,shadowfax,cosmetics,ev van,same day,south,cold,245.1,40.84,Delivered,1448.02
1173,dhl,furniture,truck,express,west,clear,83.3,30.51,Delayed,558.03
1174,blue dart,groceries,bike,express,west,clear,229.9,19.47,Delayed,1257.91
1175,delhivery,electronics,ev bike,two day,north,rainy,29.3,6.55,Delivered,166.15
1176,dhl,clothing,ev van,express,north,hot,284.6,31.86,Delayed,1568.58
1177,ekart,cosmetics,bike,express,central,hot,149.4,47.81,Delayed,940.43
1178,blue dart,fragile items,truck,two day,west,hot,215.4,15.2,Delivered,1122.6
1179,ekart,documents,van,express,south,hot,292.1,22.48,Delivered,1577.94
1180,delhivery,fragile items,bike,same day,east,rainy,125,23.79,Delayed,796.37
1181,shadowfax,furniture,scooter,same day,north,stormy,91.8,5.74,Delivered,576.22
1182,ecom express,groceries,ev van,standard,north,foggy,95.3,1.19,Delivered,480.07
1183,xpressbees,furniture,van,same day,north,hot,28.7,45.38,Delivered,379.64
1184,fedex,cosmetics,truck,express,north,stormy,203.3,35.65,Delayed,1173.45
1185,dhl,automobile parts,ev bike,same day,north,cold,297.1,49.37,Delivered,1632.7206
1186,ekart,furniture,van,express,north,hot,262,45.72,Delayed,1497.16
1187,blue dart,groceries,ev van,standard,central,cold,290.1,45.8,Delivered,1587.9
1188,shadowfax,cosmetics,van,standard,north,cold,64,8.78,Delivered,346.34
1189,shadowfax,furniture,ev van,same day,north,foggy,21.8,27.02,Delivered,290.06
1190,delhivery,groceries,bike,two day,east,foggy,83.5,20.13,Delivered,477.89
1191,dhl,furniture,ev van,express,west,rainy,183.2,31.86,Delayed,1061.58
1192,ekart,furniture,bike,standard,west,foggy,219.9,40.54,Delivered,1221.12
1193,blue dart,clothing,ev bike,two day,north,rainy,235,49.52,Delivered,1323.56
1194,xpressbees,electronics,truck,express,north,foggy,14.9,4,Delayed,136.5
1195,fedex,pharmacy,truck,express,north,cold,182.5,36.27,Delayed,1071.31
1196,shadowfax,clothing,ev van,two day,north,rainy,80.3,38.67,Delivered,517.51
1197,xpressbees,furniture,truck,standard,north,cold,79.5,39.83,Delivered,516.99
1198,ecom express,fragile items,ev bike,standard,central,clear,235.3,13.18,Delivered,1216.04
1199,amazon logistics,clothing,ev bike,standard,east,clear,268.4,7.32,Delivered,1363.96
1200,shadowfax,groceries,ev van,express,south,cold,179.8,18.92,Delayed,1005.76
1201,amazon logistics,automobile parts,scooter,two day,north,stormy,6.6,20.89,Delivered,95.67
1202,fedex,electronics,ev van,same day,central,rainy,99,40.08,Delayed,715.24
1203,ecom express,cosmetics,truck,two day,west,rainy,282.1,49.52,Delivered,1559.66
1204,xpressbees,clothing,bike,express,north,clear,186.7,43.47,Delayed,1113.91
1205,shadowfax,automobile parts,ev van,express,east,rainy,250.4,12.61,Delayed,1339.83
1206,ecom express,groceries,ev bike,express,central,clear,143.8,21.72,Delayed,834.16
1207,fedex,electronics,ev van,standard,south,hot,134.6,41.26,Delivered,796.78
1208,xpressbees,cosmetics,ev bike,same day,west,cold,166.6,21,Delivered,996
1209,ekart,clothing,van,express,south,rainy,253.2,6.18,Delayed,1334.54
1210,ecom express,groceries,van,two day,north,clear,284.2,24.18,Delivered,1493.54
1211,shadowfax,furniture,scooter,same day,south,cold,160.8,36.63,Delivered,1013.89
1212,amazon logistics,cosmetics,van,two day,south,hot,287.3,39.6,Delivered,1555.3
1213,fedex,groceries,bike,standard,north,foggy,235.3,38.16,Delivered,1290.98
1214,amazon logistics,fragile items,ev bike,standard,south,hot,233.1,10.75,Delivered,1197.75
1215,delhivery,furniture,ev bike,express,central,hot,283.5,26.92,Delayed,1548.26
1216,blue dart,groceries,ev van,same day,north,hot,43,7.35,Delivered,337.05
1217,fedex,groceries,truck,same day,north,rainy,15.6,5.28,Delivered,193.84
1218,xpressbees,fragile items,ev van,same day,south,foggy,36.7,42.64,Delivered,411.42
1219,amazon logistics,pharmacy,scooter,two day,central,stormy,170.4,13.42,Delivered,892.26
1220,dhl,clothing,van,express,west,stormy,257.8,36.01,Delayed,1447.03
1221,shadowfax,cosmetics,ev bike,express,east,stormy,16.5,37.54,Delayed,245.12
1222,fedex,groceries,ev bike,express,west,rainy,153.2,10.88,Delayed,848.64
1223,ecom express,groceries,ev bike,express,north,foggy,188.3,2.31,Delayed,998.43
1224,shadowfax,electronics,van,same day,south,foggy,183.2,16.93,Delivered,1066.79
1225,dhl,automobile parts,bike,two day,central,clear,88,25.39,Delivered,516.17
1226,ecom express,electronics,ev van,express,west,hot,73.3,18.19,Delivered,471.07
1227,delhivery,automobile parts,van,express,east,stormy,7.8,15.43,Delayed,135.29
1228,ecom express,electronics,truck,two day,south,stormy,48.7,1.56,Delivered,248.18
1229,blue dart,furniture,bike,express,south,hot,4.9,28.79,Delivered,160.87
1230,ekart,electronics,ev van,standard,north,foggy,146.9,23.74,Delivered,805.72
1231,amazon logistics,furniture,scooter,express,central,stormy,199.2,44.98,Delayed,1180.94
1232,xpressbees,fragile items,ev van,standard,north,hot,183.7,6.89,Delivered,939.17
1233,ecom express,pharmacy,ev bike,express,central,stormy,215.7,25.22,Delayed,1204.16
1234,xpressbees,furniture,scooter,two day,south,hot,25.7,26.46,Delivered,207.88
1235,shadowfax,clothing,van,two day,central,clear,170.3,25.46,Delivered,927.88
1236,dhl,automobile parts,ev van,two day,north,cold,61.9,3.78,Delivered,320.84
1237,delhivery,groceries,truck,express,east,stormy,194,8.71,Delayed,1046.13
1238,blue dart,furniture,ev bike,express,north,hot,242.5,2.16,Delivered,1268.98
1239,ekart,automobile parts,truck,two day,north,clear,191.7,10.61,Delivered,990.33
1240,delhivery,pharmacy,scooter,two day,south,foggy,119.2,23.99,Delivered,667.97
1241,fedex,cosmetics,bike,standard,west,foggy,116.6,37.85,Delivered,696.55
1242,xpressbees,clothing,bike,two day,central,rainy,168,17.69,Delivered,893.07
1243,ecom express,furniture,van,standard,north,cold,267.8,16.79,Delivered,1389.37
1244,fedex,furniture,ev bike,express,west,foggy,197.3,22.68,Delayed,1104.54
1245,amazon logistics,clothing,scooter,same day,central,cold,30.3,30.15,Delivered,341.95
1246,ecom express,groceries,scooter,same day,central,foggy,235.7,33.59,Delivered,1379.27
1247,amazon logistics,fragile items,van,two day,south,stormy,16.8,18.45,Delivered,139.35
1248,fedex,automobile parts,scooter,same day,north,stormy,112.6,12.3,Delivered,699.9
1249,ekart,fragile items,van,express,central,stormy,113.9,26.14,Delayed,697.92
1250,ecom express,automobile parts,truck,express,central,stormy,187.6,32.18,Delayed,1084.54
1251,ekart,automobile parts,scooter,same day,south,hot,251,14.1,Delivered,1397.3
1252,dhl,clothing,bike,two day,north,rainy,83.6,2.87,Delivered,426.61
1253,delhivery,fragile items,bike,two day,east,hot,190.8,42,Delivered,1080
1254,amazon logistics,pharmacy,van,two day,south,hot,173.9,44.8,Delivered,1003.9
1255,shadowfax,fragile items,scooter,same day,east,hot,183.4,35.25,Delivered,1122.75
1256,delhivery,pharmacy,ev bike,express,north,foggy,6.7,39.35,Delayed,201.55
1257,blue dart,clothing,bike,two day,central,foggy,154.1,49.52,Delivered,920.32
1258,fedex,pharmacy,bike,standard,east,hot,280.9,10.06,Delivered,1434.68
1259,fedex,cosmetics,truck,two day,north,stormy,74.7,10.14,Delivered,403.92
1260,amazon logistics,clothing,truck,two day,south,clear,235.8,31.81,Delivered,1274.43
1261,ekart,furniture,ev bike,same day,west,hot,216.6,49.4,Delivered,1331.2
1262,ecom express,pharmacy,bike,same day,west,hot,295.8,28.94,Delivered,1632.7206
1263,fedex,furniture,ev bike,same day,north,stormy,96,46.9,Delayed,720.7
1264,amazon logistics,fragile items,ev van,standard,west,stormy,255.8,47.72,Delivered,1422.16
1265,ekart,clothing,truck,standard,central,stormy,83.6,42.35,Delivered,545.05
1266,delhivery,groceries,van,same day,south,foggy,138,28.3,Delivered,874.9
1267,delhivery,automobile parts,van,standard,west,hot,145.2,35.37,Delivered,832.11
1268,dhl,furniture,ev bike,same day,west,clear,211,33.71,Delivered,1256.13
1269,ecom express,clothing,bike,express,central,rainy,75.1,24.75,Delayed,499.75
1270,delhivery,clothing,ev bike,standard,north,cold,101.7,7.28,Delivered,530.34
1271,dhl,pharmacy,scooter,same day,central,hot,292.7,3.4,Delivered,1573.7
1272,delhivery,automobile parts,ev van,express,north,clear,196.3,0.83,Delayed,1033.99
1273,ecom express,electronics,bike,express,east,rainy,165.5,27.83,Delayed,960.99
1274,xpressbees,electronics,truck,two day,north,clear,17.6,19.75,Delivered,147.25
1275,xpressbees,groceries,van,same day,north,cold,297.1,5.29,Delayed,1612.37
1276,xpressbees,clothing,van,two day,south,cold,229.9,37.17,Delivered,1261.01
1277,shadowfax,clothing,van,express,north,stormy,293.2,31.23,Delayed,1609.69
1278,xpressbees,documents,bike,express,north,hot,101.5,23.22,Delayed,627.16
1279,delhivery,pharmacy,ev van,same day,south,stormy,38.8,47.5,Delivered,436.5
1280,amazon logistics,fragile items,truck,standard,north,cold,224,21.03,Delivered,1183.09
1281,xpressbees,documents,truck,two day,south,cold,221.4,25.39,Delivered,1183.17
1282,xpressbees,cosmetics,truck,express,south,cold,261.2,44.06,Delayed,1488.18
1283,dhl,fragile items,truck,express,east,foggy,3.6,46.09,Delayed,204.27
1284,amazon logistics,electronics,truck,same day,central,foggy,176.5,29.24,Delivered,1070.22
1285,dhl,fragile items,van,standard,north,clear,43.6,25.78,Delivered,295.34
1286,delhivery,clothing,bike,express,central,hot,144.2,8.88,Delivered,797.64
1287,ecom express,cosmetics,bike,standard,east,foggy,297.1,1.39,Delivered,1503.17
1288,ekart,cosmetics,truck,same day,central,clear,223.9,41.82,Delivered,1344.96
1289,delhivery,fragile items,scooter,same day,east,hot,80,17.06,Delivered,551.18
1290,shadowfax,groceries,van,standard,north,cold,187.8,45.37,Delivered,1075.11
1291,ekart,pharmacy,truck,standard,south,cold,144.9,25.59,Delivered,801.27
1292,amazon logistics,electronics,truck,two day,north,stormy,136.5,13.61,Delivered,723.33
1293,dhl,furniture,scooter,express,central,cold,20.5,4.43,Delivered,165.79
1294,delhivery,automobile parts,truck,two day,east,cold,193.8,22.92,Delivered,1037.76
1295,ecom express,clothing,ev van,same day,central,stormy,184.2,49.33,Delayed,1168.99
1296,fedex,clothing,van,two day,west,stormy,28.1,36.38,Delivered,249.64
1297,ekart,cosmetics,bike,express,central,rainy,39.6,24.39,Delayed,321.17
1298,xpressbees,furniture,truck,express,south,stormy,138.7,4.24,Delayed,756.22
1299,fedex,furniture,truck,same day,south,cold,162,23.89,Delivered,981.67
1300,delhivery,documents,van,same day,west,cold,58.2,8.83,Delivered,417.49
1301,xpressbees,clothing,truck,same day,central,cold,249.7,24.62,Delayed,1422.36
1302,dhl,cosmetics,ev bike,express,central,rainy,212.9,8.37,Delayed,1139.61
1303,xpressbees,groceries,truck,same day,central,hot,68.4,1.73,Delivered,447.19
1304,ecom express,cosmetics,ev bike,express,south,foggy,241.4,47.45,Delayed,1399.35
1305,shadowfax,groceries,bike,two day,west,clear,176.1,36.67,Delivered,990.51
1306,xpressbees,groceries,scooter,same day,central,cold,95.8,45.03,Delivered,714.09
1307,ekart,documents,truck,express,south,rainy,248.7,12.91,Delayed,1332.23
1308,ekart,pharmacy,scooter,two day,north,cold,154.1,26.14,Delivered,848.92
1309,dhl,documents,ev van,standard,east,stormy,131.7,21.31,Delivered,722.43
1310,amazon logistics,automobile parts,ev bike,two day,east,hot,5.8,15.09,Delivered,95.6674
1311,fedex,groceries,van,express,west,stormy,246.6,26.16,Delayed,1361.48
1312,dhl,fragile items,ev bike,standard,north,foggy,83.6,48.95,Delivered,564.85
1313,amazon logistics,furniture,ev van,two day,east,cold,87.8,19.26,Delivered,496.78
1314,amazon logistics,groceries,bike,same day,east,clear,250.8,14.28,Delivered,1396.84
1315,ecom express,furniture,truck,standard,east,clear,26.8,1.87,Delivered,139.61
1316,ekart,groceries,van,express,north,stormy,286.4,1.81,Delayed,1487.43
1317,xpressbees,furniture,ev bike,express,north,cold,100,25.1,Delivered,625.3
1318,shadowfax,fragile items,scooter,same day,east,hot,100.7,30.64,Delivered,695.42
1319,fedex,cosmetics,scooter,two day,south,hot,210,41.14,Delivered,1173.42
1320,dhl,electronics,ev bike,express,north,clear,108.9,16.85,Delivered,645.05
1321,blue dart,electronics,ev van,two day,central,clear,82,33.1,Delivered,509.3
1322,ekart,electronics,bike,two day,east,rainy,48.6,0.67,Delivered,244.38
1323,fedex,cosmetics,truck,express,east,hot,100.2,2.57,Delivered,558.71
1324,amazon logistics,clothing,ev bike,two day,west,clear,291.8,41.48,Delivered,1583.44
1325,amazon logistics,groceries,bike,two day,west,foggy,40.2,9.2,Delivered,228.6
1326,blue dart,fragile items,truck,express,south,foggy,280.9,37.14,Delayed,1565.92
1327,xpressbees,clothing,ev van,same day,north,clear,172.7,40.96,Delivered,1086.38
1328,delhivery,clothing,ev van,two day,east,stormy,202.7,48.56,Delivered,1159.18
1329,xpressbees,electronics,scooter,same day,south,rainy,238.9,10.03,Delivered,1324.59
1330,dhl,documents,ev van,same day,central,clear,14.2,41.65,Delivered,295.95
1331,fedex,electronics,van,two day,central,foggy,292.3,11.9,Delivered,1497.2
1332,xpressbees,pharmacy,van,same day,central,foggy,228.1,9.39,Delayed,1268.67
1333,dhl,cosmetics,scooter,express,west,rainy,240.8,31.17,Delayed,1347.51
1334,amazon logistics,clothing,ev bike,same day,central,clear,128.3,7.5,Delivered,764
1335,fedex,furniture,bike,two day,central,clear,179.5,33.77,Delivered,998.81
1336,ecom express,documents,ev bike,express,north,hot,168.8,39.2,Delayed,1011.6
1337,shadowfax,electronics,bike,two day,west,hot,30.3,43.62,Delivered,282.36
1338,ekart,furniture,ev van,standard,east,hot,58.9,6.14,Delivered,312.92
1339,xpressbees,cosmetics,scooter,express,north,rainy,230.8,5.53,Delivered,1220.59
1340,dhl,documents,truck,standard,west,stormy,148.8,27.92,Delivered,827.76
1341,fedex,fragile items,scooter,two day,north,cold,56.5,33.51,Delivered,383.03
1342,blue dart,automobile parts,bike,same day,central,cold,257.4,37.16,Delivered,1498.48
1343,blue dart,electronics,bike,standard,west,hot,52,6.9,Delivered,280.7
1344,shadowfax,clothing,ev van,standard,south,clear,277.1,34.85,Delivered,1490.05
1345,blue dart,documents,bike,same day,north,foggy,226.7,28.09,Delayed,1317.77
1346,ecom express,fragile items,bike,express,central,cold,244.9,12.21,Delayed,1311.13
1347,amazon logistics,clothing,truck,standard,central,hot,152.1,12.56,Delivered,798.18
1348,xpressbees,furniture,ev van,two day,east,clear,151.1,48.64,Delivered,901.42
1349,xpressbees,furniture,bike,express,central,cold,36.9,39.37,Delivered,352.61
1350,shadowfax,clothing,scooter,same day,west,foggy,280.2,12.55,Delayed,1538.65
1351,delhivery,electronics,truck,two day,west,clear,117.5,6.9,Delivered,608.2
1352,dhl,clothing,van,standard,east,clear,171.6,37.78,Delivered,971.34
1353,fedex,electronics,bike,express,north,foggy,22.7,15.32,Delivered,209.46
1354,ecom express,furniture,ev van,same day,south,cold,60.3,0.67,Delivered,403.12
1355,blue dart,automobile parts,van,two day,south,stormy,261.1,32.17,Delayed,1402.01
1356,fedex,groceries,ev bike,standard,north,foggy,131.5,25.69,Delivered,734.57
1357,dhl,documents,van,express,west,stormy,115.9,10.57,Delayed,661.21
1358,blue dart,documents,truck,two day,north,rainy,79.6,45.93,Delivered,535.79
1359,delhivery,automobile parts,ev van,express,south,clear,287.9,37.47,Delayed,1601.91
1360,dhl,automobile parts,scooter,standard,west,foggy,202.9,10.85,Delivered,1047.05
1361,delhivery,pharmacy,ev bike,express,east,rainy,148.6,49.52,Delayed,942.16
1362,delhivery,furniture,scooter,standard,east,cold,286.5,17.25,Delivered,1484.25
1363,dhl,clothing,scooter,same day,central,rainy,173,12.85,Delayed,1003.55
1364,blue dart,automobile parts,bike,two day,east,rainy,279.2,5.17,Delivered,1411.51
1365,fedex,electronics,van,standard,west,foggy,48.7,32.71,Delivered,341.63
1366,delhivery,clothing,truck,express,west,foggy,123.8,29.94,Delayed,758.82
1367,ekart,cosmetics,truck,same day,north,stormy,164.6,22.27,Delayed,989.81
1368,fedex,clothing,van,standard,east,clear,54.4,22.32,Delivered,338.96
1369,ecom express,electronics,van,same day,east,cold,190.8,26.49,Delivered,1133.47
1370,shadowfax,pharmacy,scooter,standard,north,rainy,221.4,4.22,Delivered,1119.66
1371,amazon logistics,electronics,ev van,same day,north,stormy,72.5,23.46,Delivered,532.88
1372,dhl,documents,van,express,south,cold,118.5,45.65,Delivered,779.45
1373,fedex,pharmacy,scooter,two day,east,clear,278.5,41.85,Delivered,1518.05
1374,dhl,clothing,ev van,two day,east,foggy,177.1,32.53,Delivered,983.09
1375,amazon logistics,cosmetics,truck,two day,south,stormy,209.1,46.24,Delivered,1184.22
1376,ecom express,electronics,ev van,standard,south,clear,238.9,48.79,Delivered,1340.87
1377,ecom express,pharmacy,van,two day,south,stormy,66.9,35.57,Delivered,441.21
1378,xpressbees,electronics,van,standard,central,hot,215.9,5.82,Delivered,1096.96
1379,fedex,cosmetics,ev bike,standard,west,clear,266,2.73,Delivered,1338.19
1380,fedex,cosmetics,ev van,two day,central,cold,286,39.6,Delivered,1548.8
1381,ecom express,fragile items,ev bike,two day,west,foggy,30.6,29,Delivered,240
1382,ekart,documents,van,express,east,cold,63.4,29.15,Delivered,454.45
1383,dhl,documents,truck,two day,east,rainy,3.6,27.43,Delivered,96.29
1384,ecom express,automobile parts,van,standard,south,clear,119.5,2.34,Delivered,604.52
1385,dhl,cosmetics,van,express,north,stormy,91,4.5,Delayed,518.5
1386,ekart,clothing,van,standard,west,foggy,176.7,11.49,Delivered,917.97
1387,shadowfax,electronics,bike,same day,south,stormy,74,30.58,Delivered,561.74
1388,ekart,groceries,ev van,two day,north,cold,210.3,27.97,Delivered,1135.41
1389,ecom express,pharmacy,bike,same day,east,cold,288,0.67,Delayed,1541.62
1390,ecom express,groceries,scooter,same day,east,clear,31.2,19.94,Delivered,315.82
1391,ekart,fragile items,scooter,standard,west,clear,65.2,7.52,Delivered,348.56
1392,fedex,furniture,scooter,same day,central,foggy,59.1,17.93,Delivered,449.29
1393,ecom express,automobile parts,van,express,central,clear,293.7,24.77,Delivered,1592.81
1394,xpressbees,fragile items,ev van,same day,central,cold,174.7,22.64,Delivered,1041.42
1395,blue dart,furniture,scooter,standard,central,stormy,94.3,40.44,Delivered,592.82
1396,shadowfax,fragile items,ev bike,same day,central,clear,114.8,4.35,Delivered,687.05
1397,shadowfax,furniture,ev bike,express,west,stormy,244.1,10.99,Delayed,1303.47
1398,shadowfax,electronics,ev bike,two day,north,hot,226,25.03,Delivered,1205.09
1399,delhivery,documents,truck,two day,south,hot,126.2,37.41,Delivered,743.23
1400,ekart,groceries,ev bike,two day,east,cold,86.2,43.94,Delivered,562.82
1401,amazon logistics,automobile parts,ev bike,express,west,stormy,287.3,24.48,Delayed,1559.94
1402,ekart,fragile items,ev bike,same day,west,stormy,251.1,46,Delayed,1493.5
1403,ekart,clothing,truck,same day,central,clear,3.6,29.73,Delivered,203.69
1404,ekart,electronics,bike,two day,north,cold,153.3,41.86,Delivered,892.08
1405,blue dart,furniture,truck,two day,east,hot,13.8,18.17,Delivered,123.51
1406,blue dart,furniture,ev bike,standard,west,hot,164.8,15.31,Delivered,869.93
1407,dhl,cosmetics,van,two day,south,cold,283,37.66,Delivered,1527.98
1408,amazon logistics,documents,scooter,express,south,hot,7,27.38,Delivered,167.14
1409,delhivery,fragile items,truck,two day,west,foggy,92.5,28.15,Delivered,546.95
1410,ekart,groceries,bike,same day,central,stormy,151.3,39.18,Delivered,974.04
1411,delhivery,groceries,ev bike,express,east,cold,77.5,33.25,Delivered,537.25
1412,shadowfax,groceries,ev van,standard,east,clear,37.2,11.97,Delivered,221.91
1413,ekart,automobile parts,van,two day,north,clear,82,6.96,Delivered,430.88
1414,amazon logistics,groceries,bike,standard,south,foggy,116.7,0.97,Delivered,586.41
1415,shadowfax,pharmacy,scooter,standard,north,stormy,94.1,36.45,Delivered,579.85
1416,amazon logistics,automobile parts,bike,standard,central,cold,297.1,27.96,Delivered,1574.88
1417,shadowfax,electronics,van,same day,central,rainy,288.5,18.25,Delayed,1597.25
1418,dhl,furniture,scooter,express,west,rainy,190.4,6.08,Delayed,1020.24
1419,amazon logistics,cosmetics,ev bike,same day,south,rainy,17.3,9.8,Delivered,215.9
1420,fedex,automobile parts,ev van,two day,east,rainy,24.5,32.2,Delivered,219.1
1421,ecom express,electronics,van,express,north,clear,210.2,7.72,Delivered,1124.16
1422,ecom express,cosmetics,ev van,standard,central,stormy,200.8,27.5,Delivered,1086.5
1423,shadowfax,fragile items,van,express,north,cold,54.8,21.76,Delivered,389.28
1424,xpressbees,groceries,bike,same day,west,foggy,265.4,34.18,Delayed,1529.54
1425,ekart,cosmetics,ev van,same day,east,foggy,216.2,41.33,Delivered,1304.99
1426,amazon logistics,furniture,van,standard,east,hot,61.4,45.46,Delivered,443.38
1427,xpressbees,pharmacy,ev van,two day,north,clear,271.6,47.35,Delivered,1500.05
1428,ecom express,groceries,ev bike,same day,south,cold,221.2,23.18,Delivered,1275.54
1429,ekart,clothing,ev van,express,central,rainy,272.5,35.07,Delayed,1517.71
1430,amazon logistics,fragile items,truck,express,central,clear,267.4,32.23,Delayed,1483.69
1431,fedex,clothing,truck,two day,east,stormy,3.6,26.15,Delivered,95.6674
1432,blue dart,clothing,scooter,standard,east,clear,161.9,29.44,Delivered,897.82
1433,blue dart,fragile items,scooter,express,central,foggy,31.3,38.35,Delayed,321.55
1434,shadowfax,automobile parts,scooter,express,west,hot,102.8,42.88,Delivered,692.64
1435,ekart,pharmacy,scooter,same day,east,hot,90.2,11.48,Delivered,585.44
1436,delhivery,pharmacy,truck,standard,central,clear,154.3,4.16,Delivered,783.98
1437,dhl,groceries,ev van,two day,central,hot,254.1,10.95,Delivered,1303.35
1438,shadowfax,pharmacy,bike,express,south,rainy,44.4,39.82,Delayed,391.46
1439,ekart,pharmacy,truck,same day,north,rainy,140.6,28.24,Delayed,887.72
1440,ecom express,furniture,ev bike,same day,west,foggy,256.3,32.27,Delivered,1478.31
1441,amazon logistics,pharmacy,van,standard,north,foggy,140.8,37.84,Delivered,817.52
1442,fedex,furniture,scooter,two day,central,rainy,81.4,10.34,Delivered,438.02
1443,ecom express,fragile items,van,express,west,stormy,168.8,34.16,Delayed,996.48
1444,dhl,cosmetics,ev bike,same day,north,stormy,5.9,8.44,Delivered,154.82
1445,blue dart,groceries,ev van,same day,east,clear,136.8,27.73,Delivered,867.19
1446,delhivery,pharmacy,ev bike,same day,west,rainy,158,6.54,Delivered,909.62
1447,ecom express,documents,van,same day,north,rainy,67,12.28,Delivered,471.84
1448,ecom express,clothing,truck,same day,central,stormy,76.1,29.94,Delivered,570.32
1449,xpressbees,fragile items,ev bike,same day,north,rainy,32,47.55,Delivered,402.65
